Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,label
10.0.2.15,57188,82.161.239.177,110,6,9990797,134103.115096824,166.5532789826,6007.6951292844,63031.5702220506,2342960,4,17166.2817869416,106139.396795844,2342960,8,9250.4166666667,79222.5683932634,2383866,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,9717897,333989.442365977,405.5404168206,2466.471319797,17279.7830087237,488943,3,7171.7874538745,29241.6971633521,489178,20,3760.7774767802,21586.7037903508,488943,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,713119,2243.6648020877,5.6091620052,237706.333333333,380429.602055799,676490,194,356462.5,452587.230832356,676490,36435,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,7529843,144.2261146746,0.5312195752,2509947.66666667,4347083.22049916,7529527,43,3764785,5324149.19523561,7529527,43,0,0,0,0,43,0,43,43,7529527,0,7529527,7529527,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,9889624,178929.552832342,217.8040338035,4593.4156990246,60384.2693541031,2563165,0,13346.2240215924,102732.478044472,2563165,0,7008.6498936924,75566.8345266122,2601069,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,2405539,293049.083802009,357.0925268724,2803.6585081585,22502.8606153769,535284,5,8180.425170068,38009.169165991,535284,32,4269.6394316164,29099.1214254442,576768,5,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,2292995,473.6163838124,1.7444434026,764331.666666667,1323779.00809853,2292900,42,1146497.5,1621317.36040804,2292942,53,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,228,2381578.94736842,8771.9298245614,228,0,228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,3634162,1785.0057317203,6.0536651916,173055.333333333,418179.509476652,1906749,14,363416.2,558414.507741099,1906749,857,363383.3,558800.698319386,1907660,161,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,9925189,132111.94265419,163.2210731705,6130.4441012971,60932.2748921197,2143448,3,17691.5436720143,102965.592077707,2143448,29,9389.8590350047,76514.3710257857,2181451,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,9983685,271303.231221738,331.3405821598,3018.9552464469,17926.5981292776,619052,4,8796.1982378855,30098.8280173203,619280,29,4598.4923998158,22028.4936247025,619052,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,6095263,189732.25601586,229.1943760261,4366.2342406877,27681.6052582988,804339,0,12671.6528066528,46516.8371688552,804339,33,6654.5514223195,34069.9308192834,804694,1,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,5307435,10860.6134601743,17.7110035262,57069.1935483871,270953.687499529,2390772,5,139669.342105263,414087.199946169,2390772,32,98280.7592592592,351563.250688785,2391011,5,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,40,13575000,50000,40,0,40,40,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,9844633,147082.273153301,177.0507849302,5651.3392652124,51114.294717706,1674347,3,16797.133105802,87440.8060955839,1674347,20,8522.483982684,63916.826767539,1712108,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,44,12340909.0909091,45454.5454545455,44,0,44,44,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,9981033,178944.804610906,217.5125560651,4599.5543778802,51891.7764650436,1966596,0,13290.2836218376,87985.9261881095,1966596,24,7038.649506347,64264.0787487325,1966851,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4183311,268963.985704147,325.818472497,3071.4471365639,25760.4701047868,699638,5,8976.6459227468,43580.2426237054,699638,24,4596.8189944134,31783.9176787523,699876,5,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,9888134,62028.4878825469,77.8711129926,12858.4317295189,151655.226747143,3431519,5,35825.5362318841,252181.302042642,3431519,26,13122.6971544716,110151.743468825,2302875,5,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,9986820,271723.431482694,329.534326242,3035.5075987842,24928.0874242182,1033116,4,8760.3684210527,41974.553210902,1035298,31,4647.1591437878,30949.9779834608,1033116,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,7127701,143133.248715119,177.0556873808,5652.4195083267,37208.9666760696,794726,4,15981.3923766816,61725.2382113503,795012,28,8755.1167076167,46314.088023424,794726,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,39,13923076.9230769,51282.0512820513,39,0,39,39,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4884431,10052.1432281467,14.5359817756,69777.5857142857,485315.221738796,4050820,6,187854.538461538,791848.891950237,4050820,29,113586.418604651,617977.069989857,4051039,6,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1756616,3709.4049012419,12.5240803909,83648.380952381,121899.361668335,398106,21,195179.555555556,132854.264198699,398106,2170,156170.636363636,143675.625534238,438350,2949,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,8888854,244.3509590775,0.9000035325,1269836.28571429,3245588.11611839,8626860,43,2222149,4271580.57776159,8626860,43,130477.5,183520.372668813,260246,709,43,0,43,43,8626860,0,8626860,8626860,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,38210,14210.9395446218,52.3423187647,38210,0,38210,38210,38210,0,38210,38210,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,69,7869565.2173913,28985.5072463768,69,0,69,69,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,42,12928571.4285714,47619.0476190476,42,0,42,42,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1003,541375.872382851,1994.0179461615,1003,0,1003,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,2263816,959.4419334434,3.5338561084,323402.285714286,756573.75975638,2027805,54,565680.75,980985.967774726,2027805,135,117500.5,164135.747369365,233562,1439,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,37007,14672.8997216743,54.0438295458,37007,0,37007,37007,37007,0,37007,37007,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,123,4414634.14634146,16260.162601626,123,0,123,123,123,0,123,123,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,47,11553191.4893617,42553.1914893617,47,0,47,47,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,209693,7768.4996637942,28.6132584302,41938.6,92704.249979707,207772,43,104517,147346.911063653,208707,327,104400.5,146189.37726285,207772,1029,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,4601650,5147.936066411,13.9080547195,73042.0634920635,126810.544296101,592051,19,176986.538461538,158349.47840804,628301,59,127773.138888889,150095.500625464,592051,95,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,9977870,2640.4433010252,7.3161907301,138581.527777778,670530.931182023,5696209,33,332567.033333333,1018381.3721439,5696209,1168,243320.804878049,879315.2137098,5697262,78,3962420,0,3962420,3962420,5696209,0,5696209,5696209,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,3107185,6759.4945263961,17.0572399133,59753.5576923077,98238.8892096886,374437,20,147961.19047619,115707.417601733,399820,1109,103301.233333333,115949.449942245,374437,222,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1119088,970.4330669259,3.5743391047,373029.333333333,644634.865571459,1117389,59,1119088,0,1119088,1119088,1117389,0,1117389,1117389,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,1800,301666.666666667,1111.1111111111,1800,0,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,618499,3511.727585655,11.3177224215,103083.166666667,251096.771379814,615631,105,205606,355687.921016444,616319,105,308776,433958.502681996,615631,1921,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,6159962,176.2997888623,0.6493546551,2053320.66666667,3521735.72115404,6119819,2296,6159962,0,6159962,6159962,6119819,0,6119819,6119819,2296,0,2296,2296,6119819,0,6119819,6119819,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,6108106,177.7965215404,0.6548674827,2036035.33333333,3524913.74053782,6106255,44,6108106,0,6108106,6108106,6106255,0,6106255,6106255,1807,0,1807,1807,6106255,0,6106255,6106255,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,6153793,176.476524316,0.6500056144,2051264.33333333,3552014.19203588,6152777,56,6153793,0,6153793,6153793,6152777,0,6152777,6152777,960,0,960,960,6152777,0,6152777,6152777,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,6175827,175.846894675,0.6476865366,2058609,3564499.12242422,6174538,58,6175827,0,6175827,6175827,6174538,0,6174538,6174538,1231,0,1231,1231,6174538,0,6174538,6174538,AUDIO
10.0.2.15,57188,82.161.239.177,110,6,6113776,177.6316305995,0.6542601495,2037925.33333333,3529506.16503872,6113448,45,6113776,0,6113776,6113776,6113448,0,6113448,6113448,283,0,283,283,6113448,0,6113448,6113448,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3500790,123971.732094756,145.3957535299,6891.3188976378,31148.5959567933,517453,2,22017.5471698113,53763.7006381875,517635,151,9955.4655172414,37578.4952329503,517453,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9991357,34809.5859251151,41.4358129732,24192.1476997579,301489.166609987,5931192,0,75692.0984848485,531099.18926757,5931305,121,35682.8714285714,365817.459407503,5931329,0,113,0,113,113,5931192,0,5931192,5931192,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,464710,179533.472488218,210.8842073551,4790.8247422681,8965.2933129773,41179,6,14522.1875,11862.9415120597,41265,122,7258.046875,12309.684639275,76732,6,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9998064,40645.3689434275,42.608248957,23524.8564705882,317871.955456637,6461263,2,100990.545454546,655266.981417518,6461435,66,30762.1569230769,363372.442250504,6461596,2,172,0,172,172,6461263,0,6461263,6461263,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,240037,83587.1136533118,87.486512496,12001.85,32226.4167909937,126746,12,48007.4,72147.4176758947,163576,347,14424.0714285714,37622.2475619133,126972,12,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9992798,15290.5122269058,16.7120360083,60197.578313253,670897.450301467,8640582,1,237768.666666667,1329851.16429214,8640831,47,81240.2357723577,779190.026907093,8640816,4,249,0,249,249,8640582,0,8640582,8640582,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,804138,337941.995030704,356.9039145022,2811.6713286713,11638.7146539839,129220,1,10864.5,21823.79593079,129374,20,3810.7677725119,14135.8355657192,129247,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,485,1119587.62886598,4123.7113402062,485,0,485,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2061257,191244.953928598,196.4820495455,5102.1212871287,28302.7233978399,293871,2,21928.2659574468,56271.6259263127,294262,46,6668.8446601942,32477.9102573362,293871,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9882138,219.790494729,0.809541417,1411734,3584366.81839875,9535095,65,3294000,5407912.88160146,9535365,1434,3293956,5407829.41177817,9535232,1637,270,0,270,270,9535095,0,9535095,9535095,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1770808,240476.663760272,256.9448522934,3900.4581497797,20050.2701298437,294714,0,14880.7394957983,38849.150634753,295259,39,5188.505988024,23594.610209058,294714,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,5678540,286.8695122338,1.0566096215,1135708,2359649.80220011,5349103,159,2839270,3549698.66897347,5349286,329254,2839099,3550228.99905936,5349490,328708,183,0,183,183,5349103,0,5349103,5349103,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2039217,210027.672386019,221.1633190582,4531.5933333333,27487.4742212863,332844,1,18371.3243243243,53853.3589360391,333075,29,5922.3106508876,31653.8515528789,332844,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,163,3331288.34355828,12269.9386503067,163,0,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1870703,193102.272247385,202.0630746837,4962.0769230769,26989.3861290765,293416,0,20333.7282608696,53085.5783000696,293952,38,6585.8732394366,31414.1572639755,293416,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9926191,109.4075260087,0.4029743131,3308730.33333333,5730313.138992,9925526,323,9925849,0,9925849,9925849,9925868,0,9925868,9925868,323,0,323,323,9925526,0,9925526,9925526,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,8999215,47423.9141969605,49.8932406882,20087.5334821429,350763.660011478,7416127,1,81074.009009009,703607.75766225,7416193,33,26776.6994047619,407048.417212545,7453871,3,1583022,0,1583022,1583022,7416127,0,7416127,7416127,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,230,2360869.56521739,8695.6521739131,230,0,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,6294849,46930.2758493492,51.9472349535,19309.3527607362,226558.143021959,4049585,1,71532.375,434132.337465382,4049871,34,26390.3502109705,265593.241882923,4049761,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9955751,16741.8811499002,25.0106697124,40144.1572580645,159254.90447413,2161615,1,103705.739583333,245841.012941601,2161763,30,65930.6291390729,200739.896531859,2161775,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9999942,96207.0580009364,111.5006467038,8976.6086175943,36635.1552009515,425733,0,32050.641025641,65516.3078967164,426324,59,12484.2509363296,43608.578419741,425733,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,7033267,63649.0837046283,80.9012369358,12382.5123239437,45548.9572394501,407247,2,35701.8629441624,73979.9796504991,407695,22,19004.4405405405,55712.5879037716,407247,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,8805265,431.6735498591,1.5899578264,677328.076923077,1151830.94894292,3281985,53,1467544.16666667,1338985.91066216,3281985,461991,1467507.83333333,1339148.7639632,3282267,461695,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3111390,133387.007093293,153.6290853927,6522.8301886793,44864.5262103396,724630,0,21022.9054054054,79611.039364943,725166,41,9361.6676829268,53957.514438506,724630,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9788830,221.8855573138,0.817258038,1398404.28571429,3582860.62030555,9520462,49,3262906.66666667,5421092.63138432,9520774,1430,3262839.33333333,5421071.1691927,9520688,1589,312,0,312,312,9520462,0,9520462,9520462,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1325071,312435.333653819,342.6231500048,2925.1015452539,15964.539565359,233216,0,10433.6299212598,30424.8188824292,234151,20,3953.8276923077,19710.9599783094,233216,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,403,1347394.54094293,4962.7791563276,403,0,403,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,5343303,80106.6306739483,90.9549767251,11017.1195876289,134085.388350412,2867887,0,37106.2708333333,247759.973614556,2904691,71,15606.4147058824,160041.860383238,2867997,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,478,1135983.26359833,4184.1004184101,478,0,478,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,3247726,132189.414993753,139.1743022656,7201.1662971175,87451.7390117229,1820642,1,29524.7818181818,176157.639662637,1820930,22,9441.6382352941,100690.182021738,1820642,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9962518,109.008585982,0.4015049207,3320839.33333333,5751540.28766054,9962146,179,9962339,0,9962339,9962339,9962325,0,9962325,9962325,193,0,193,193,9962146,0,9962146,9962146,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2728915,140398.29016294,161.2362422428,6216.2072892939,38508.3220075933,509710,2,20365.0373134328,68803.5720107226,515478,43,8967.7565789474,46253.3488197651,509710,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,6274488,605.786480108,2.0718821998,522874,1470395.23934763,5170931,92,1254897.6,2191570.42802799,5171365,140471,1045599.16666667,2025651.88806117,5171127,1198,702581,0,702581,702581,5170931,0,5170931,5170931,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1923164,222127.182081195,235.0293578707,4264.22172949,29951.5550886141,362159,0,16719.7304347826,57940.288229897,362853,23,5739.8507462687,35623.1254879264,362159,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,560,969642.857142857,3571.4285714286,560,0,560,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1768843,243016.480264218,271.9291649966,3685.0895833333,27276.6720198486,359710,0,12544.9858156028,49762.2070373528,361104,43,5120.2100591716,32918.4999320251,359710,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,514,1056420.23346304,3891.0505836576,514,0,514,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9898196,38146.6481366908,41.5227178771,24141.9414634146,369112.479544803,7446929,2,84599.9658119658,689397.758951645,7446980,19,33897.1780821918,437303.178405622,7447303,6,2451216,0,2451216,2451216,7446929,0,7446929,7446929,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,176,3085227.27272727,11363.6363636364,176,0,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,60031,195.154.82.180,443,6,739728,1468.1071961586,5.4073929877,246576,426907.225273829,739526,55,739728,0,739728,739728,739526,0,739526,739526,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37628,213.239.216.222,443,6,149270,7570.1748509413,26.7970791184,49756.6666666667,85987.1126758733,149046,43,149270,0,149270,149270,149046,0,149046,149046,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2486508,158435.042235939,166.4985594255,6020.6004842615,35781.9085594656,446943,-42,23456.9433962264,69837.5351086642,447479,30,8124.2385620915,41833.6961848207,446943,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,60031,195.154.82.180,443,6,724340,1499.2959107601,5.5222685479,241446.666666667,417945.023831285,724048,58,724340,0,724340,724340,724048,0,724048,724048,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,60031,195.154.82.180,443,6,716477,757.8749911023,4.187154647,358238.5,506260.878165102,716219,258,0,0,0,0,716219,0,716219,716219,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9707609,167.8065113665,0.6180718651,1941521.8,3332758.10448999,7696351,159,4853725,4020439.45219922,7696605,2010845,4853720.5,4020311.46587183,7696510,2010931,2011099,0,2011099,2011099,7696351,0,7696351,7696351,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1830632,234268.274563102,252.371858462,3971.0021691974,25989.3675826413,355407,-22,14763.1612903226,49560.9897736075,356094,22,5415.0773809524,31450.4333717614,355407,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,221,2457013.57466063,9049.7737556561,221,0,221,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2302592,187366.671993996,222.3581077325,4506.0508806262,27928.6110797595,375401,0,13705.9047619048,49155.97821919,376645,98,6622.5292397661,34119.1450187856,375401,5,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9928053,765.7090468796,2.618841781,397122.12,1278267.62968882,6364505,38,902533.090909091,1851660.5340704,6364505,2074,763658.769230769,1734836.63247836,6403897,2058,3563359,0,3563359,3563359,6364505,0,6364505,6364505,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1624372,262887.442039139,299.8081720197,3342.329218107,22695.3741349285,341686,1,10412.641025641,39824.9713592751,342281,30,4790.7993920973,27835.6243177848,341686,5,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,50628,37.97.149.8,443,6,3465904,2968.3453436679,9.2328004469,111803.35483871,201888.543477261,690296,39,266595.538461538,252350.100256771,697216,867,203868.411764706,240178.469927328,690296,1050,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,287,1891986.06271777,6968.6411149826,287,0,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,1930228,221929.222869008,254.3740946665,3939.2408163265,27440.0438608066,341859,0,12868.1866666667,49085.4354246143,342668,49,5585.6607669617,32845.458663693,341859,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,6999446,1008.5083876638,3.5717112469,291643.583333333,654612.357498557,2905469,37,636270.272727273,863936.241683967,2905603,6991,583272.333333333,845442.37823879,2905506,2070,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2120785,175044.146389191,191.910071035,5223.6083743842,34922.4065571807,454544,1,18282.6293103448,63954.8440348522,454714,68,7336.9826989619,41325.4793071835,454544,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,372,1459677.41935484,5376.3440860215,372,0,372,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2189356,196366.420079695,231.1181918336,4335.3584158416,25851.0486405815,339482,1,13268.8242424243,46265.7450210527,339968,23,6339.5250737463,32076.4433865875,339482,3,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,9958287,545.2745035366,2.0083775453,524120.368421053,1031490.58718586,4053338,54,1106455.11111111,1292012.27855073,4053338,3738,1106458.33333333,1292364.53925721,4053841,4085,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,2064308,207777.618456161,247.5405801847,4047.662745098,22543.8849460272,336497,4,12142.1647058824,40059.4327674917,337125,106,6086.9498525074,28127.6524897873,336497,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,583,931389.36535163,3430.5317324185,583,0,583,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37652,195.154.107.23,443,6,8259574,43079.3404115031,47.5811464369,21070.3418367347,186481.09999123,3301037,1,77192.2803738318,352593.642850306,3301037,55,29081.8098591549,220789.673048959,3339266,4,0,0,0,0,0,0,0,0,AUDIO
10.0.2.15,37628,213.239.216.222,443,6,9993461,169.6109085731,0.6003925967,1998692.2,4381046.5361045,9834792,84,4996673,6842133.50617496,9834792,158554,4996542.5,6842599.48954376,9834991,158094,158554,0,158554,158554,9834792,0,9834792,9834792,AUDIO
